CBSA Name,Latitude,Longitude,PM25_FRMFEM,AQI_PM25_FRMFEM,PM25_NOFRMFEM,AQI_PM25_NOFRMFEM,PM10,AQI_PM10,CO,AQI_CO,NO2,AQI_NO2,OZONE,AQI_OZONE,SO2,AQI_SO2,id,MetArea,pop2010,landarea,popdense2010,pop_weight2010,alone,alone_frac,carpool,carpool_frac,other,other_frac,pt,pt_frac,total_trans,Precip,Pressure,RH,Site,Temp,Wind
"Fayetteville-Springdale-Rogers, AR-MO",36.1797,-94.116827,11.1398305085,43.406779661,NA,NA,NA,NA,NA,NA,NA,NA,0.0307567150685,35.9506849315,NA,NA,22220,Metropolitan Statistical Area,463204.0,3163.1,146.4,1114.8,171666.0,0.79734876635,25220.0,0.117141052319,17325.0,0.0804706079073,1085.0,0.00503957342449,215296.0,NA,NA,NA,723434-03973-2010,60.4740583554,7.71105715516
"Flagstaff, AZ",35.206111,-111.652777,5.075,21.1666666667,3.43735632184,14.1436781609,22.3798219585,20.3560830861,NA,NA,NA,NA,0.0439490034483,43.925862069,NA,NA,22380,Metropolitan Statistical Area,134421.0,18618.9,7.2,1348.4,43080.0,0.682855693634,8113.0,0.128598148618,10804.0,0.171252853157,1091.0,0.0172933045904,63088.0,997.7,1015.14412682,NA,723750-03103-2010,44.1064929923,6.60405318675
"Flint, MI",43.047224,-83.670159,8.84426229508,34.2049180328,NA,NA,NA,NA,NA,NA,NA,NA,0.0335288179348,40.1195652174,NA,NA,22420,Metropolitan Statistical Area,425790.0,637.0,668.5,1814.2,121831.0,0.859841908392,10697.0,0.0754958006917,7705.0,0.054379278707,1457.0,0.0102830122098,141690.0,1009.3,1015.62306322,NA,726370-14826-2010,48.4689125115,7.08133053608
"Florence, SC",34.214263,-79.767347,10.8536363636,42.7181818182,NA,NA,NA,NA,NA,NA,NA,NA,0.0286057852761,38.3343558282,NA,NA,22500,Metropolitan Statistical Area,205566.0,1361.1,151.0,654.9,73632.0,0.849214587226,7758.0,0.0894747768321,5080.0,0.0585887943164,236.0,0.00272184162572,86706.0,1694.7,1015.94377519,NA,723106-13744-2010,62.5612516058,5.49599833493
"Florence-Muscle Shoals, AL",34.758781,-87.650562,11.0393219107,42.9955654102,NA,NA,NA,NA,NA,NA,NA,NA,0.0283813099174,39.1900826446,NA,NA,22520,Metropolitan Statistical Area,147137.0,1260.3,116.7,772.3,49009.0,0.88299731546,4079.0,0.0734915229807,2322.0,0.0418355764553,93.0,0.00167558510351,55503.0,1694.2,1017.17074517,NA,723235-13896-2010,60.2306227171,4.68945788453
"Fort Collins-Loveland, CO",40.571288,-105.079693,6.46178861789,26.325203252,2.22049180328,9.31147540984,19.4660633484,18.0113122172,0.365279464088,5.70165745856,NA,NA,0.0384304965986,42.6523809524,NA,NA,22660,Metropolitan Statistical Area,299630.0,2596.0,115.4,2711.9,110409.0,0.756386630038,12132.0,0.083113537806,22280.0,0.152635148559,1148.0,0.0078646835972,145969.0,NA,NA,NA,720538-99999-2010,31.5256916996,3.1243578498
"Fort Madison-Keokuk, IA-MO",40.400959,-91.391012,11.8095652174,44.6695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800,Micropolitan Statistical Area,43001.0,1022.2,42.1,653.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725456-04921-2010,54.0222671247,5.30816214894
"Fort Payne, AL",34.287627,-85.968298,11.4980582524,45.1553398058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22840,Micropolitan Statistical Area,71109.0,777.1,91.5,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720376-63880-2010,61.1831437556,4.81052926779
"Fort Smith, AR-OK",35.4279724,-94.5054422,11.201,43.665,NA,NA,NA,NA,NA,NA,8.40273848125,16.93125,0.0268756772908,37.7051792829,NA,NA,22900,Metropolitan Statistical Area,298592.0,3996.3,74.7,832.9,93954.0,0.837118545908,12247.0,0.109119258698,5706.0,0.0508397558694,328.0,0.00292243952421,112235.0,1299.3,1015.94452196,NA,723440-13964-2010,61.6588985988,5.47846540253
"Fort Wayne, IN",41.125940642,-85.3205986591,13.3031409787,47.9459119497,NA,NA,25.9090909091,23.9090909091,0.420914870879,5.37637362637,NA,NA,0.0326896053412,40.1572700297,NA,NA,23060,Metropolitan Statistical Area,416257.0,1361.0,305.9,1964.2,168804.0,0.857508610442,15064.0,0.0765237180855,11939.0,0.0606490089102,1047.0,0.0053186625621,196854.0,1361.6,1016.21697563,NA,725330-14827-2010,50.7626532479,7.68814817788
"Frankfort, KY",38.219361,-84.8385,11.3795081967,44.237704918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23180,Micropolitan Statistical Area,70706.0,409.6,172.6,801.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483.6,1016.35865506,NA,724233-53841-2010,53.4145570698,4.90734865969
"Fresno, CA",36.7420957599,-119.96224804,11.666176426,43.2590673575,11.7616501858,41.9593023256,27.8313953488,25.511627907,0.343574217031,4.79050489827,9.83390494147,19.2191780822,0.0300995858441,48.1951219512,0.748682172603,1.90136986301,23420,Metropolitan Statistical Area,930450.0,5958.0,156.2,4216.1,267959.0,0.770065724246,42871.0,0.12320350376,32953.0,0.0947009647411,4186.0,0.0120298072529,347969.0,521.6,1014.7971577,NA,723890-93193-2010,62.6917847485,4.82855916186
"Gadsden, AL",33.993749,-85.991072,13.774811327,50.3547717842,NA,NA,NA,NA,NA,NA,NA,NA,0.0273816829268,38.9471544715,NA,NA,23460,Metropolitan Statistical Area,104430.0,535.0,195.2,664.7,28719.0,0.86008205804,3075.0,0.0920906831182,1524.0,0.0456410409991,73.0,0.00218621784313,33391.0,1117.9,NA,NA,722285-03896-2010,60.0408184319,3.65147646774
"Gainesville, FL",29.6891052712,-82.3950941864,7.94788135593,32.3601694915,8.67665879972,35.4770114943,NA,NA,NA,NA,NA,NA,0.0261672821918,34.3835616438,NA,NA,23540,Metropolitan Statistical Area,264275.0,1224.7,215.8,2330.5,96216.0,0.741634871083,14795.0,0.114040158785,13875.0,0.106948780206,4849.0,0.0373761899256,129735.0,1165.9,1016.52807784,NA,722146-12816-2010,66.3475144685,5.02656102159
"Gainesville, GA",34.30008,-83.81217,11.3900900901,44.0900900901,14.4567097638,52.2276657061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23580,Metropolitan Statistical Area,179684.0,392.8,457.5,882.2,62782.0,0.789224251719,10540.0,0.132496951564,6044.0,0.0759783278231,183.0,0.00230046889339,79549.0,1739.1,1016.75971001,NA,722185-53838-2010,59.7901651003,5.62190859485
"Gettysburg, PA",39.92002,-77.30968,11.7516374223,44.1091954023,8.77458563536,34.7900552486,NA,NA,0.300910855814,3.06046511628,2.64216613942,5.38461538462,0.039670255814,46.4697674419,NA,NA,23900,Micropolitan Statistical Area,101407.0,518.7,195.5,915.6,27650.0,0.787143792524,2913.0,0.0829276624819,4366.0,0.124291855268,198.0,0.00563668972585,35127.0,1601.1,1014.591655,NA,722826-93762-2010,55.1477165354,2.75872208036
"Gillette, WY",44.0923472615,-105.367627891,5.29374438646,21.2860125261,3.12698412698,13.0793650794,18.0916666667,16.550136612,NA,NA,4.03307193925,10.856316297,0.0354378136986,37.1424657534,1.59869566301,13.701369863,23940,Micropolitan Statistical Area,46133.0,4802.7,9.6,538.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.0,1014.02875615,NA,726650-94023-2010,42.9368771588,9.30539574028
"Goldsboro, NC",35.369214,-77.993893,10.6383333333,42.0,10.4896389972,41.7655367232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24140,Metropolitan Statistical Area,122623.0,553.1,221.7,592.8,41542.0,0.835082217666,5388.0,0.108310215897,2530.0,0.0508583604712,286.0,0.00574920596631,49746.0,1222.6,1014.18539257,NA,723066-13713-2010,61.6409364397,5.56002657184
"Grand Island, NE",40.942099,-98.364967,7.27345132743,29.1592920354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24260,Micropolitan Statistical Area,72726.0,1600.5,45.4,1569.1,34646.0,0.806809184481,4831.0,0.112500582181,3152.0,0.0734013320292,313.0,0.00728890130874,42942.0,1140.7,1015.70200393,NA,725520-14935-2010,49.2225291859,9.25917767223
"Grand Junction, CO",39.063798,-108.561173,8.99915966387,34.6386554622,NA,NA,25.2913793103,22.8086206897,0.386342868571,5.83142857143,NA,NA,0.0422803017591,42.8741542625,NA,NA,24300,Metropolitan Statistical Area,146723.0,3329.0,44.1,2015.2,49943.0,0.790274854819,6591.0,0.104292925297,6405.0,0.101349747615,258.0,0.00408247226925,63197.0,338.4,1014.06719399,NA,724760-23066-2010,51.3480202235,6.18387786115
"Grand Rapids-Wyoming, MI",42.9732359153,-85.6743711017,9.71898305085,37.213559322,11.386440678,42.8644067797,13.6442307692,12.6634615385,0.329243758904,4.2301369863,NA,NA,0.0291758120438,34.5109489051,0.95533640274,3.75068493151,24340,Metropolitan Statistical Area,774160.0,2784.5,278.0,2330.9,393246.0,0.832790134751,40969.0,0.0867614140529,32049.0,0.0678712333467,5939.0,0.0125772178491,472203.0,1315.7,1015.68861259,NA,726350-94860-2010,50.418767724,7.70096717831
"Grants Pass, OR",42.434139,-123.348466,6.40526315789,25.4385964912,4.97074025861,19.8849040867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24420,Micropolitan Statistical Area,82713.0,1639.7,50.4,1157.1,21704.0,0.824745402037,1717.0,0.0652454780362,2844.0,0.108071135431,51.0,0.00193798449612,26316.0,1810.5,1014.81620048,NA,725975-24235-2010,42.1584297082,7.40748882419
"Greeley, CO",40.3156148814,-104.763504915,7.45762711864,30.1822033898,8.21639344262,32.9672131148,20.3025210084,18.7478991597,0.396783361644,6.22465753425,NA,NA,0.0309919509537,40.1634877384,NA,NA,24540,Metropolitan Statistical Area,252825.0,3987.2,63.4,2212.5,74128.0,0.77101015144,10935.0,0.11373564653,10476.0,0.108961557664,605.0,0.00629264436678,96144.0,320.9,NA,NA,724768-24051-2010,48.6475199876,5.87796967352
"Green Bay, WI",44.50729,-87.99344,10.3153230509,38.2789855072,NA,NA,NA,NA,NA,NA,NA,NA,0.0339002807018,36.8671679198,2.27534912094,14.4808259587,24580,Metropolitan Statistical Area,306241.0,1870.2,163.7,1869.1,133289.0,0.829138570256,13159.0,0.0818569757894,13165.0,0.0818942994352,1143.0,0.00711015451989,160756.0,1449.8,1015.6000516,NA,726450-14898-2010,47.2681654751,7.19779886953
"Greensboro-High Point, NC",36.0998971288,-79.8482393481,10.4398076923,41.2365384615,10.3484343835,40.9688385269,15.5964912281,14.3333333333,NA,NA,NA,NA,0.0363166162791,48.411627907,NA,NA,24660,Metropolitan Statistical Area,723801.0,1993.8,363.0,1507.7,294306.0,0.839167179908,33005.0,0.0941085563083,20114.0,0.0573519012751,3287.0,0.00937236250827,350712.0,1642.5,1015.90235274,NA,723170-13723-2010,59.1291275465,6.00723377923
"Greenville, NC",35.63861,-77.35805,9.2188034188,37.0854700855,NA,NA,NA,NA,NA,NA,NA,NA,0.0331518909953,42.1658767773,NA,NA,24780,Metropolitan Statistical Area,189510.0,917.9,206.5,1380.9,65908.0,0.840534612049,7612.0,0.0970769780136,4101.0,0.0523006682651,791.0,0.0100877416722,78412.0,NA,NA,NA,723065-13783-2010,60.6862485894,4.62061792156
"Greenville-Mauldin-Easley, SC",34.8725410741,-82.3619475926,11.6034188034,44.6538461538,12.3515981644,47.9545454545,16.6078431373,15.3585434174,0.326421928125,4.253125,10.747876033,23.045045045,0.027040941968,38.0841042893,0.566896969613,2.86464088398,24860,Metropolitan Statistical Area,636986.0,1995.3,319.2,1264.8,303652.0,0.848623737832,31921.0,0.0892104064368,20895.0,0.0583957721405,1349.0,0.00377008359022,357817.0,1406.7,1016.43918857,NA,723119-13886-2010,60.8401218837,5.27959290399
"Grenada, MS",33.834444,-89.792778,9.78991596639,39.2352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24980,Micropolitan Statistical Area,21906.0,422.1,51.9,455.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.6,1016.47115765,NA,722359-13978-2010,61.7063051823,5.4798797797
"Guayama, PR",17.957894,-66.165016,7.96,31.4,NA,NA,25.7179487179,22.811965812,NA,NA,NA,NA,NA,NA,0.687195698061,2.78393351801,25020,Metropolitan Statistical Area,84214.0,126.7,664.7,2510.8,15549.0,0.802239191002,2208.0,0.113920132081,1347.0,0.0694974718811,278.0,0.0143432050356,19382.0,808.0,1013.00340829,NA,785350-11630-2010,79.5661732548,6.4643233423
"Gulfport-Biloxi, MS",30.344016292,-89.2289733363,9.91371681416,39.8584070796,11.6320890173,45.3544303797,NA,NA,NA,NA,NA,NA,0.0314121402439,38.7987804878,NA,NA,25060,Metropolitan Statistical Area,248820.0,1493.2,166.6,1092.3,140014.0,0.816270135079,20602.0,0.120107970081,9569.0,0.0557864850842,1344.0,0.00783540975578,171529.0,801.8,1016.81188525,NA,747570-93874-2010,69.9257230769,4.95479461303
"Hagerstown-Martinsburg, MD-WV",39.537351589,-77.7765609432,12.1950754481,45.4421364985,NA,NA,NA,NA,NA,NA,NA,NA,0.0340463449883,46.0629370629,NA,NA,25180,Metropolitan Statistical Area,269140.0,1008.0,267.0,1299.6,79753.0,0.820605424538,9670.0,0.0994978803968,7320.0,0.0753179404865,445.0,0.00457875457875,97188.0,977.8,1015.85964792,NA,724066-93706-2010,55.8190293623,6.38839253965
"Hammond, LA",30.503056,-90.376944,8.91071428571,36.3571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25220,Micropolitan Statistical Area,121097.0,791.3,153.0,560.3,35418.0,0.80362126472,4892.0,0.110997662968,3492.0,0.0792321829692,271.0,0.00614888934268,44073.0,NA,NA,NA,722312-03908-2010,68.1368250455,4.0421560789
"Hanford-Corcoran, CA",36.1897674275,-119.598987822,17.3916641124,59.4031791908,NA,NA,34.3757649939,30.5299877601,NA,NA,13.8305520392,25.3529411765,0.0316107465224,51.199381762,NA,NA,25260,Metropolitan Statistical Area,152982.0,1389.4,110.1,2996.2,41100.0,0.770803248251,7649.0,0.143451923257,3759.0,0.070497552559,813.0,0.0152472759326,53321.0,431.2,1015.09772411,NA,723898-53119-2010,58.7532543732,3.91578522543
"Harriman, TN",35.909630514,-84.5119789575,13.2285719785,50.047660312,12.1237288136,46.8305084746,18.2789559543,16.9102773246,NA,NA,NA,NA,NA,NA,NA,NA,25340,Micropolitan Statistical Area,54181.0,360.7,150.2,258.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197.0,1016.92539141,NA,723246-53868-2010,57.3327093596,2.36826440836
"Harrisburg-Carlisle, PA",40.2467203123,-77.0459301584,12.8379238691,45.138063279,11.3379310345,42.6724137931,16.7444444444,15.4388888889,0.319452054795,3.65753424658,6.80778707607,13.5477178423,0.0284569497645,40.5086342229,2.85009334943,7.59375,25420,Metropolitan Statistical Area,549475.0,1622.0,338.8,2446.0,258335.0,0.824177051231,29464.0,0.094000242466,21471.0,0.0684998372925,4176.0,0.0133228690109,313446.0,1622.9,1014.82227694,NA,725118-14751-2010,54.620625881,5.62974393239
"Harrisonburg, VA",38.47753,-78.81952,11.2623931624,43.4188034188,NA,NA,NA,NA,NA,NA,10.4207752363,23.1428571429,0.0302508028169,42.4741784038,1.1985853168,2.89531680441,25500,Metropolitan Statistical Area,125228.0,866.5,144.5,1861.9,49908.0,0.797137791691,5765.0,0.0920794135029,6186.0,0.098803686371,750.0,0.0119791084349,62609.0,NA,NA,NA,724105-93760-2010,55.793428871,3.3428537308
"Hartford-West Hartford-East Hartford, CT",41.7745243136,-72.6323377161,7.87372881356,30.8813559322,NA,NA,10.4814814815,9.72222222222,0.593376433239,8.99715909091,9.63006608883,19.5816618911,0.0343775842491,42.6318681319,0.994400918994,2.29608938547,25540,Metropolitan Statistical Area,1212381.0,1514.6,800.5,3250.9,502649.0,0.816632927927,51235.0,0.0832393739216,43057.0,0.0699529173991,18573.0,0.0301747807523,615514.0,1350.2,1012.882041,NA,725087-14752-2010,53.9571038441,5.60146455801
"Hattiesburg, MS",31.323639,-89.287167,12.0060869565,46.4347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25620,Metropolitan Statistical Area,142842.0,1610.6,88.7,828.0,53724.0,0.835508001431,5597.0,0.0870437473756,4693.0,0.0729848680425,287.0,0.00446338315112,64301.0,1188.3,1016.70110388,NA,722347-13833-2010,64.4685874568,4.48145713234
"Helena, MT",46.658762,-112.013089,9.36562269721,33.6153846154,1.79764705882,7.47058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25740,Micropolitan Statistical Area,74801.0,5115.1,14.6,512.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.8,1017.42927093,NA,727720-24144-2010,40.8183082425,5.01213394293
"Helena-West Helena, AR",34.529766,-90.586049,11.4508333333,44.7416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25760,Micropolitan Statistical Area,21757.0,695.7,31.3,252.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722364-23903-2010,62.0404923698,6.4284320292
"Hickory-Lenoir-Morganton, NC",35.728889,-81.365556,11.4143589744,44.1282051282,10.9941218379,43.4975124378,16.6982758621,15.474137931,NA,NA,NA,NA,0.0302923976744,43.1953488372,NA,NA,25860,Metropolitan Statistical Area,365497.0,1637.4,223.2,578.6,126113.0,0.851832839128,13753.0,0.0928949199252,8007.0,0.0540834453458,176.0,0.00118879560146,148049.0,534.1,1015.81288126,NA,723010-03810-2010,59.3021670146,3.20666654978
"Hilo, HI",19.3876828079,-155.570908864,11.7062724148,46.8618768328,4.85163934426,17.3360655738,NA,NA,NA,NA,NA,NA,NA,NA,25.5497477626,79.3946855193,25900,Micropolitan Statistical Area,185079.0,4028.4,45.9,713.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2,1020.51904762,NA,911977-21508-2010,64.4131928539,8.14640815758
"Hobbs, NM",32.726656,-103.122917,5.65566037736,23.4245283019,4.86746289929,20.1786743516,20.0416666667,18.6041666667,NA,NA,5.60215272423,14.9860724234,0.0277297472222,31.0388888889,NA,NA,26020,Micropolitan Statistical Area,64727.0,4390.9,14.7,1123.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722688-93034-2010,63.1600306279,9.31878778894
"Holland-Grand Haven, MI",42.894451,-85.852734,9.14166666667,35.2583333333,NA,NA,NA,NA,NA,NA,NA,NA,0.0345672934783,41.3695652174,NA,NA,26100,Metropolitan Statistical Area,263801.0,563.5,468.2,1539.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homosassa Springs, FL",28.980556,-82.7,7.62534246575,31.3630136986,7.25,29.9833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26140,Micropolitan Statistical Area,141236.0,581.7,242.8,531.2,30534.0,0.830405221648,2944.0,0.080065270601,3247.0,0.0883056839815,45.0,0.00122382376938,36770.0,NA,NA,NA,720655-99999-2010,68.0984363895,2.88245964528
"Honolulu, HI",21.3336459607,-157.948104294,5.82602626903,23.5261348006,4.265,17.75,15.359527121,14.1801112656,0.339277328767,3.88082191781,2.6248878674,7.21408839779,0.0204122684932,22.1698630137,1.0665558758,3.22739726027,26180,Metropolitan Statistical Area,953207.0,600.7,1586.7,11548.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.2,1017.37467782,NA,911820-22521-2010,76.5899234217,8.69439838997
"Hot Springs, AR",34.469441,-93.000178,11.0123966942,43.4049586777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26300,Metropolitan Statistical Area,96024.0,677.8,141.7,627.2,29986.0,0.796144859813,5225.0,0.138726635514,2307.0,0.0612521240442,146.0,0.00387638062872,37664.0,1401.6,1016.37611322,NA,723415-03962-2010,61.7230507855,4.06053446193
"Houma-Bayou Cane-Thibodaux, LA",29.678883,-90.779967,8.79916666667,36.0583333333,8.50974399574,34.3982808023,NA,NA,NA,NA,NA,NA,0.0268584986301,36.6630136986,NA,NA,26380,Metropolitan Statistical Area,208178.0,2300.0,90.5,952.6,72892.0,0.797845907991,10717.0,0.117303882401,7381.0,0.0807893959129,371.0,0.00406081369512,91361.0,NA,NA,NA,722406-12927-2010,70.1534900821,4.73475653531
"Houston-Sugar Land-Baytown, TX",29.7568493191,-95.2393431109,12.1258754864,47.1108949416,10.8934384483,42.8933629547,24.0,22.0344827586,0.306245429029,4.01556776557,8.8684433678,18.0233246301,0.0244828128725,33.4796715667,1.21073274602,6.45945945946,26420,Metropolitan Statistical Area,5946800.0,8827.5,673.7,4109.6,2227474.0,0.797354648873,313050.0,0.11206051017,187160.0,0.0669964704787,65896.0,0.023588370478,2793580.0,879.2,1016.08295004,NA,722435-12918-2010,67.6871583582,6.92086505157
"Huntington-Ashland, WV-KY-OH",38.4612108042,-82.5656740926,12.3738095238,47.3121693122,9.70510903237,39.3691983122,26.2571428571,23.9428571429,NA,NA,8.4667580411,16.8931506849,0.0271909234155,41.4533450704,2.52500362334,11.0851258581,26580,Metropolitan Statistical Area,287702.0,1744.6,164.9,1376.7,113179.0,0.85096352659,11756.0,0.0883903128548,7215.0,0.0542477124232,851.0,0.00639844813197,133001.0,1753.4,1016.32354774,NA,724250-03860-2010,54.3434918306,4.09557010369
"Huntsville, AL",34.68767,-86.58637,11.5858333333,45.4583333333,11.57,45.2833333333,17.3104265403,16.0142180095,NA,NA,NA,NA,0.0317633089431,43.5284552846,NA,NA,26620,Metropolitan Statistical Area,417593.0,1361.5,306.7,1182.5,186170.0,0.864126474288,18953.0,0.087972224672,9645.0,0.044768221757,675.0,0.00313307928315,215443.0,NA,1016.60246085,NA,723231-63883-2010,64.7017112569,4.74916011086
"Indianapolis-Carmel, IN",39.7891225955,-86.1643422644,14.6524791006,51.8952668681,13.4618421053,49.4615384615,24.8687258687,22.7528957529,0.453727760098,7.13096695226,12.7055926267,23.2451253482,0.031117406865,39.9551487414,3.19606173333,16.3061032864,26900,Metropolitan Statistical Area,1756241.0,3854.5,455.6,2285.6,749061.0,0.837825232033,79163.0,0.0885438687149,56550.0,0.063251213014,9280.0,0.0103796862382,894054.0,1298.6,1015.79641755,NA,724380-93819-2010,53.0331079607,7.93392036669
"Iowa City, IA",41.657232,-91.503478,11.4736231884,42.8927536232,12.8334763784,47.9984496124,22.7,20.7833333333,NA,NA,NA,NA,NA,NA,NA,NA,26980,Metropolitan Statistical Area,152586.0,1182.9,129.0,2707.7,62182.0,0.680358002538,10447.0,0.114304783579,14056.0,0.153792288503,4711.0,0.0515449253797,91396.0,1506.6,1016.24400871,NA,725462-14937-2010,49.1400941414,6.76291523682
"Jackson, MS",32.3618913349,-90.1519659809,11.4751196172,45.2200956938,10.9190280679,43.2199546485,19.0697674419,17.6744186047,0.243234774194,3.83870967742,NA,NA,0.0268214124088,35.6715328467,0.766702806452,5.16129032258,27140,Metropolitan Statistical Area,539057.0,3726.1,144.7,1277.9,211195.0,0.854895119049,23999.0,0.0971454246646,11049.0,0.0447251884295,799.0,0.00323426785729,247042.0,1448.4,1016.39693597,NA,722354-13927-2010,64.6293847416,5.12793675577
"Jackson, WY-ID",43.47808,-110.76118,4.26607142857,17.8482142857,1.86916666667,7.875,13.4310344828,12.3017241379,0.266514818182,2.84848484848,NA,NA,0.0446525620053,42.9182058047,NA,NA,27220,Micropolitan Statistical Area,31464.0,4444.8,7.1,97.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725776-24166-2010,34.3980199277,5.4716767937
"Jacksonville, FL",30.2816508358,-81.6056402702,8.64099437148,35.0290806754,7.13041369832,29.155511811,20.5820476858,19.04628331,0.340674684701,4.33582089552,9.38417041644,19.8794520548,0.0263545612457,34.3114186851,1.39930136474,8.12672176309,27260,Metropolitan Statistical Area,1345596.0,3201.1,420.4,2158.7,498888.0,0.811606463074,61861.0,0.100637392385,46695.0,0.0759648734651,7248.0,0.0117912710756,614692.0,1425.2,1016.44886506,NA,722065-93837-2010,69.2930098832,7.01813943701
"Jamestown-Dunkirk-Fredonia, NY",42.29071,-79.58961,7.70672268908,30.0672268908,NA,NA,NA,NA,NA,NA,NA,NA,0.0354201041096,38.3109589041,1.42989450959,6.1,27460,Micropolitan Statistical Area,134905.0,1060.2,127.2,1568.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.9,NA,NA,725235-04720-2010,47.4937829543,7.19678318133
"Jasper, IN",38.391443,-86.92916,13.5622807018,50.3684210526,13.9344827586,51.2068965517,20.8644067797,19.3559322034,NA,NA,NA,NA,NA,NA,7.49136342466,38.4657534247,27540,Micropolitan Statistical Area,54734.0,761.5,71.9,358.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724365-53896-2010,56.0699739116,6.0053995555
"Johnstown, PA",40.309722,-78.915,13.0900477561,47.073964497,13.615,49.6166666667,19.3153153153,17.8318318318,0.39665759726,4.95616438356,10.5631773462,19.6895604396,0.0270561627907,38.9069767442,4.17909412603,15.8,27780,Metropolitan Statistical Area,143679.0,688.4,208.7,1322.1,46899.0,0.835274631331,4506.0,0.080252190639,4164.0,0.0741611455439,579.0,0.0103120324856,56148.0,1639.4,1015.61207292,NA,725127-04726-2010,44.0675705917,8.7324334385
"Juneau, AK",58.388497,-134.567237,8.65166426026,32.2894736842,NA,NA,9.01652892562,8.42975206612,NA,NA,NA,NA,NA,NA,NA,NA,27940,Micropolitan Statistical Area,31275.0,2701.9,11.6,763.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676.9,1010.04428543,NA,703810-25309-2010,41.837249083,5.17037732654
"Kahului-Wailuku, HI",20.780997,-156.446373,4.79438824088,19.8532934132,2.09788135593,8.78389830508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27980,Micropolitan Statistical Area,154834.0,1161.5,133.3,2310.8,53378.0,0.695198030763,10910.0,0.142092444745,10489.0,0.136609317409,2004.0,0.0261002070825,76781.0,NA,NA,NA,NA,NA,NA
"Kalamazoo-Portage, MI",42.278067,-85.54189,9.31893491124,35.9526627219,NA,NA,NA,NA,NA,NA,NA,NA,0.0331899891304,41.222826087,NA,NA,28020,Metropolitan Statistical Area,326589.0,1169.1,279.3,1603.7,120948.0,0.83066969774,12322.0,0.0846273771832,10832.0,0.0743940715507,1501.0,0.0103088535264,145603.0,1053.7,1015.93884876,NA,726357-94815-2010,49.6288567829,6.30307271529
"Kalispell, MT",48.3081627833,-114.306155201,8.17933704961,33.0329341317,8.03856230743,29.3571428571,17.73,16.235,0.7783565,13.5,NA,NA,0.0214517768595,27.9063360882,NA,NA,28060,Micropolitan Statistical Area,90928.0,5087.7,17.9,687.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.5,1016.04887795,NA,727790-24146-2010,40.602748548,3.84949802223
"Kansas City, MO-KS",39.0180008198,-94.5504813698,10.2157057011,39.9122807018,11.2041247376,43.0075471698,26.5384615385,24.458041958,0.408404830137,6.22739726027,9.01814028009,17.3020439061,0.0311231554054,37.4042130366,3.96489345799,14.2725409836,28140,Metropolitan Statistical Area,2035334.0,7827.3,260.0,2326.1,821785.0,0.834589268558,88173.0,0.0895468274264,63305.0,0.0642913580147,11395.0,0.0115725460007,984658.0,1231.0,1015.63908362,NA,724463-13988-2010,55.2292253072,6.59807626213
"Keene, NH",42.930472,-72.272389,8.37283521429,32.6572104019,NA,NA,NA,NA,NA,NA,NA,NA,0.0237019683908,30.4454022989,NA,NA,28300,Micropolitan Statistical Area,77117.0,706.7,109.1,383.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.5,NA,NA,726165-94721-2010,48.1309815951,4.29050752634
