season,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
Fall,0.313766666667,22.6532333333,NA,28.7136931818,25.3157894737,NA,Charleville-MezieresFall,Charleville-Mezieres,106835.0,334.305710336,319.57276438,NA,NA,NA,NA,NA,NA,43.4028129995,NA,1011.46771444,4.67381156313,223.0
Winter,0.515176470588,21.6907529412,NA,52.2660666667,19.0714285714,NA,Cherbourg-OctevilleWinter,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,39.3770877797,NA,1013.38925234,10.3445744799,206.8
Spring,0.918107526882,21.8834731183,NA,62.6512365591,20.7741935484,NA,Cherbourg-OctevilleSpring,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,50.585148733,NA,1016.84022717,8.75120478708,135.3
Summer,0.334755813953,12.61468,NA,54.4697790698,15.0823529412,NA,Cherbourg-OctevilleSummer,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,60.5435849057,NA,1017.36993613,8.26425409811,132.6
Fall,0.556471264368,15.5014712644,NA,58.2277701149,15.0459770115,NA,Cherbourg-OctevilleFall,Cherbourg-Octeville,116517.0,687.201731951,169.55283228,NA,NA,NA,NA,NA,NA,47.3642017417,NA,1011.23444767,9.72604401016,363.6
Winter,NA,24.827247191,NA,45.2600823529,26.3295454545,NA,CholetWinter,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,14.183516129,NA,72.9676666667,22.2967032967,NA,CholetSpring,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,12.4515483871,NA,64.3201956522,16.3218390805,NA,CholetSummer,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,21.3091666667,NA,40.8404444444,19.0222222222,NA,CholetFall,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,2.23386516854,52.4187865169,0.595539325843,NA,32.7727272727,23.1860465116,Clermont-FerrandWinter,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,35.4960458716,NA,1013.5847779,5.87583598532,80.7
Spring,1.30552688172,35.3401978022,0.320408602151,NA,21.4666666667,14.4193548387,Clermont-FerrandSpring,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,53.9969424965,NA,1015.10199778,5.30191906455,313.3
Summer,1.83108602151,35.1532580645,0.255311827957,NA,19.3548387097,12.0217391304,Clermont-FerrandSummer,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,65.354,NA,1017.03208741,3.50696936788,165.4
Fall,1.47503333333,48.8303222222,0.480444444444,NA,22.8777777778,16.6333333333,Clermont-FerrandFall,Clermont-Ferrand,469922.0,502.980829732,934.27417552,0.28,0.65,0.07,305449.3,32894.54,131578.16,45.3178656126,NA,1012.16132686,5.49380234343,214.9
Winter,NA,41.1689767442,NA,30.1131011236,35.023255814,NA,ColmarWinter,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,34.0046934918,NA,1014.46985466,5.44915622576,147.0
Winter,NA,41.1689767442,NA,30.1131011236,35.023255814,NA,ColmarWinter,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,34.0046934918,NA,1014.46985466,5.44915622576,147.0
Spring,NA,21.7319032258,NA,67.0150752688,22.5185185185,NA,ColmarSpring,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,55.4330464992,NA,1015.40944993,5.5398140989,200.3
Spring,NA,21.7319032258,NA,67.0150752688,22.5185185185,NA,ColmarSpring,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,55.4330464992,NA,1015.40944993,5.5398140989,200.3
Summer,NA,18.7008791209,NA,67.386673913,17.0789473684,NA,ColmarSummer,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,65.8928921569,NA,1016.83150622,4.05424155744,196.4
Summer,NA,18.7008791209,NA,67.386673913,17.0789473684,NA,ColmarSummer,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,65.8928921569,NA,1016.83150622,4.05424155744,196.4
Fall,NA,32.8749176471,NA,21.8738089888,22.5287356322,NA,ColmarFall,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,43.4771695179,NA,1012.48,4.67690524002,215.8
Fall,NA,32.8749176471,NA,21.8738089888,22.5287356322,NA,ColmarFall,Colmar,127625.0,960.530521349,132.86928126,NA,NA,NA,NA,NA,NA,43.4771695179,NA,1012.48,4.67690524002,215.8
Winter,NA,34.0009550562,NA,33.9126352941,32.1011235955,NA,CreilWinter,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,35.9750797872,NA,1013.46737884,6.41906778051,108.8
Spring,NA,22.7262298851,NA,57.3131744186,27.9782608696,NA,CreilSpring,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,54.0622290076,NA,1015.5126242,6.93204010178,117.7
Summer,NA,17.6895287356,NA,52.8591666667,21.5888888889,NA,CreilSummer,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,64.4992975207,NA,1016.63292411,5.25231726171,162.0
Fall,NA,30.0249759036,NA,26.0550235294,29.0119047619,NA,CreilFall,Creil,117654.0,1976.92089178,59.51376228,NA,NA,NA,NA,NA,NA,43.3361005803,NA,1011.30379274,6.12869816944,175.9
Winter,NA,21.4046966292,NA,43.4691123596,33.9692307692,NA,DijonWinter,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,35.2137226277,NA,1013.87606715,7.03530558637,151.5
Spring,NA,11.0772688172,NA,71.8294516129,20.978021978,NA,DijonSpring,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,54.5395831836,NA,1015.65326683,6.4599328092,244.3
Summer,NA,8.31862222222,NA,74.6809444444,19.2117647059,NA,DijonSummer,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,65.4014977974,NA,1017.23062471,5.0266847242,164.9
Fall,NA,17.0881764706,NA,40.1808777778,17.3472222222,NA,DijonFall,Dijon,377590.0,432.501022551,873.03839832,NA,NA,NA,NA,NA,NA,44.3332790944,NA,1012.45554484,5.88204059406,217.2
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Winter,4.15815625,38.4779285714,NA,26.49246875,33.15625,NA,Douai - LensWinter,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,35.814359116,NA,1013.41362991,8.22360370149,110.3
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Spring,1.57286111111,23.2426805556,NA,51.5324520548,20.9726027397,NA,Douai - LensSpring,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,53.541579363,NA,1016.11944049,8.50423590609,99.2
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Summer,1.50791304348,11.4259275362,NA,50.0602318841,19.5507246377,NA,Douai - LensSummer,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,64.9118465228,NA,1016.21694993,7.06505299867,198.7
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Fall,2.71413043478,28.371265625,NA,22.8427042254,22.2394366197,NA,Douai - LensFall,Douai - Lens,540981.0,2068.95090703,261.47599644,0.3,0.66,0.04,357047.46,21639.24,162294.3,44.8837098949,NA,1010.74342231,7.93981054153,270.3
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Winter,NA,NA,NA,NA,NA,NA,DunkerqueWinter,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,37.5171095818,NA,1013.45738486,7.34077135946,195.4
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Spring,NA,NA,NA,NA,NA,NA,DunkerqueSpring,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,51.9973599138,NA,1016.55080819,7.70525601294,148.8
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Summer,NA,NA,NA,NA,NA,NA,DunkerqueSummer,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,62.9201102536,NA,1016.60468578,7.01754100992,176.6
Fall,NA,NA,NA,NA,NA,NA,DunkerqueFall,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,47.0653057385,NA,1013.844873,6.76979309878,169.2
Fall,NA,NA,NA,NA,NA,NA,DunkerqueFall,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,47.0653057385,NA,1013.844873,6.76979309878,169.2
Fall,NA,NA,NA,NA,NA,NA,DunkerqueFall,Dunkerque,257773.0,883.294452939,291.83133568,0.27,0.66,0.07,170130.18,18044.11,69598.71,47.0653057385,NA,1013.844873,6.76979309878,169.2
Winter,NA,27.3527594937,NA,40.4220714286,27.6202531646,NA,EvreuxWinter,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,36.3306318681,NA,1014.05281656,7.92384926362,96.2
Spring,NA,17.5566989247,NA,62.8924731183,24.5652173913,NA,EvreuxSpring,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,53.4660936094,NA,1016.16124072,7.23019208645,97.8
Summer,NA,12.6031182796,NA,55.4017849462,18.8241758242,NA,EvreuxSummer,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,64.8407045144,NA,1017.22700324,6.4308318741,115.4
Fall,NA,24.9406444444,NA,33.3535333333,22.3370786517,NA,EvreuxFall,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,43.4477197535,NA,1011.56777137,7.40411429313,187.9
Winter,NA,17.1284594595,0.39612987013,NA,43.9215686275,NA,Fort-de-France (Martinique)Winter,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,31.7253529412,0.642746666667,NA,55.825,NA,Fort-de-France (Martinique)Spring,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,23.4261976744,0.888010869565,NA,43.4555555556,NA,Fort-de-France (Martinique)Summer,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,16.2571444444,1.07951111111,NA,31.3170731707,NA,Fort-de-France (Martinique)Fall,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,38.4404942529,NA,30.8423595506,36.404494382,27.359375,Geneve - AnnemasseWinter,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,31.2176315789,NA,1014.97368421,3.09565045614,31.9
Winter,NA,38.4404942529,NA,30.8423595506,36.404494382,27.359375,Geneve - AnnemasseWinter,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,31.2176315789,NA,1014.97368421,3.09565045614,31.9
Spring,NA,16.4712717391,NA,63.9436304348,25.0543478261,13.3695652174,Geneve - AnnemasseSpring,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,60.3090243902,NA,1012.27377049,4.33887213008,65.9
Spring,NA,16.4712717391,NA,63.9436304348,25.0543478261,13.3695652174,Geneve - AnnemasseSpring,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,60.3090243902,NA,1012.27377049,4.33887213008,65.9
Summer,NA,14.8681397849,NA,69.6903010753,23.4193548387,9.75824175824,Geneve - AnnemasseSummer,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,64.1098532626,NA,1016.73372093,3.86735305698,0.4
Summer,NA,14.8681397849,NA,69.6903010753,23.4193548387,9.75824175824,Geneve - AnnemasseSummer,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,64.1098532626,NA,1016.73372093,3.86735305698,0.4
Fall,NA,29.5488888889,NA,31.1210555556,25.0465116279,14.9195402299,Geneve - AnnemasseFall,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,46.3134945055,NA,1012.84836775,3.5565151707,150.6
Fall,NA,29.5488888889,NA,31.1210555556,25.0465116279,14.9195402299,Geneve - AnnemasseFall,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,46.3134945055,NA,1012.84836775,3.5565151707,150.6
Winter,3.93292682927,35.090741573,NA,31.557258427,NA,NA,GrenobleWinter,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,33.503287395,NA,1013.89838302,6.20226045161,158.9
Winter,3.93292682927,35.090741573,NA,31.557258427,NA,NA,GrenobleWinter,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,33.503287395,NA,1013.89838302,6.20226045161,158.9
Spring,3.30903614458,13.2441413043,NA,58.7239456522,NA,NA,GrenobleSpring,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,53.5862673797,NA,1014.96954474,5.62854291052,445.1
Spring,3.30903614458,13.2441413043,NA,58.7239456522,NA,NA,GrenobleSpring,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,53.5862673797,NA,1014.96954474,5.62854291052,445.1
Summer,5.510875,10.7621758242,NA,67.6760537634,NA,NA,GrenobleSummer,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,65.9030870406,NA,1016.5708967,5.06150078268,150.9
Summer,5.510875,10.7621758242,NA,67.6760537634,NA,NA,GrenobleSummer,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,65.9030870406,NA,1016.5708967,5.06150078268,150.9
Fall,4.05736,21.5876049383,NA,29.6277888889,NA,NA,GrenobleFall,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,43.8577040976,NA,1012.74254254,5.85553679074,258.7
Fall,4.05736,21.5876049383,NA,29.6277888889,NA,NA,GrenobleFall,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,43.8577040976,NA,1012.74254254,5.85553679074,258.7
Winter,NA,NA,NA,NA,NA,NA,LavalWinter,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,38.0396881288,NA,1013.27919321,6.76323274082,162.6
Spring,NA,NA,NA,NA,NA,NA,LavalSpring,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,54.877010989,NA,1015.98945055,6.41744891429,147.2
Summer,NA,NA,NA,NA,NA,NA,LavalSummer,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,65.240661157,NA,1017.95930636,5.61205707254,68.3
Fall,NA,NA,NA,NA,NA,NA,LavalFall,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,46.1555809796,NA,1011.78549878,6.82206528137,277.2
Winter,NA,NA,NA,NA,NA,NA,LilleWinter,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Spring,NA,NA,NA,NA,NA,NA,LilleSpring,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Summer,NA,NA,NA,NA,NA,NA,LilleSummer,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Fall,NA,NA,NA,NA,NA,NA,LilleFall,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Winter,NA,14.525,NA,NA,19.2,NA,LimogesWinter,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,35.5148547718,NA,1013.43283057,7.15009353414,196.4
Spring,NA,NA,NA,NA,NA,NA,LimogesSpring,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,53.1578074357,NA,1015.84949597,6.77738217027,299.8
Summer,NA,NA,NA,NA,NA,NA,LimogesSummer,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,64.9091428571,NA,1017.45874126,5.01518466955,103.5
Fall,NA,NA,NA,NA,NA,NA,LimogesFall,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,44.7473114463,NA,1012.47135704,6.42854013025,303.5
Winter,NA,22.5074302326,NA,47.2548604651,35.869047619,32.625,LorientWinter,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Spring,NA,11.2211290323,NA,70.4918241758,28.0227272727,19.5,LorientSpring,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Summer,NA,6.62251162791,NA,53.3746024096,22.8813559322,20.0,LorientSummer,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Fall,NA,19.3954,NA,41.8880823529,21.7738095238,NA,LorientFall,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Winter,NA,NA,NA,NA,NA,NA,LyonWinter,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,36.6927861089,NA,1013.86726343,6.30589673875,140.3
Winter,NA,NA,NA,NA,NA,NA,LyonWinter,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,36.6927861089,NA,1013.86726343,6.30589673875,140.3
Spring,NA,NA,NA,NA,NA,NA,LyonSpring,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,57.3382474227,NA,1014.94451648,6.60062267354,285.2
Spring,NA,NA,NA,NA,NA,NA,LyonSpring,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,57.3382474227,NA,1014.94451648,6.60062267354,285.2
Summer,NA,NA,NA,NA,NA,NA,LyonSummer,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,69.2029248292,NA,1016.60432432,5.15122023851,180.4
Summer,NA,NA,NA,NA,NA,NA,LyonSummer,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,69.2029248292,NA,1016.60432432,5.15122023851,180.4
Fall,NA,NA,NA,NA,NA,NA,LyonFall,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,47.2067163068,NA,1012.31137194,6.45359228635,242.8
Fall,NA,NA,NA,NA,NA,NA,LyonFall,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,47.2067163068,NA,1012.31137194,6.45359228635,242.8
Winter,7.20013157895,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceWinter,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,43.6518375846,NA,1011.41819923,9.56655985043,195.3
Winter,7.20013157895,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceWinter,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,43.6518375846,NA,1011.41819923,9.56655985043,195.3
Spring,11.1555,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSpring,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,61.634939759,NA,1013.90705607,9.60879273985,149.7
Spring,11.1555,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSpring,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,61.634939759,NA,1013.90705607,9.60879273985,149.7
Summer,8.96477419355,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSummer,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,74.8369050218,NA,1014.80373747,9.46932318777,76.3
Summer,8.96477419355,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSummer,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,74.8369050218,NA,1014.80373747,9.46932318777,76.3
Fall,9.4306741573,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceFall,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,53.3792096774,NA,1011.17524272,10.27070203,189.7
Fall,9.4306741573,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceFall,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,53.3792096774,NA,1011.17524272,10.27070203,189.7
Winter,1.40216129032,29.0830224719,0.313294117647,35.6404534884,31.4698795181,NA,MaubeugeWinter,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,34.8728851702,NA,1013.62410758,8.98305266373,98.7
Winter,1.40216129032,29.0830224719,0.313294117647,35.6404534884,31.4698795181,NA,MaubeugeWinter,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,34.8728851702,NA,1013.62410758,8.98305266373,98.7
Spring,NA,19.6709340659,0.207177777778,61.5331235955,26.3086419753,NA,MaubeugeSpring,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,53.1802708804,NA,1015.88932347,8.59256262212,95.3
Spring,NA,19.6709340659,0.207177777778,61.5331235955,26.3086419753,NA,MaubeugeSpring,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,53.1802708804,NA,1015.88932347,8.59256262212,95.3
Summer,0.717127272727,13.0897252747,0.221384615385,56.4274642857,19.1234567901,NA,MaubeugeSummer,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,64.2789795376,NA,1016.51679705,7.39743701594,184.8
Summer,0.717127272727,13.0897252747,0.221384615385,56.4274642857,19.1234567901,NA,MaubeugeSummer,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,64.2789795376,NA,1016.51679705,7.39743701594,184.8
Fall,NA,25.3152666667,NA,27.5727222222,23.6704545455,NA,MaubeugeFall,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,43.5048200206,NA,1010.98444549,8.0603893886,217.0
Fall,NA,25.3152666667,NA,27.5727222222,23.6704545455,NA,MaubeugeFall,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,43.5048200206,NA,1010.98444549,8.0603893886,217.0
Winter,5.19769047619,NA,NA,NA,28.7976190476,NA,MetzWinter,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,6.01939705882,NA,NA,NA,20.9462365591,NA,MetzSpring,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,1.52628813559,NA,NA,NA,17.9565217391,NA,MetzSummer,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
