CBSA Name,Latitude,Longitude,Value,Pollutant
"Yuma, AZ",32.690278,-114.61444,7.365,PM2.5
"Aberdeen, WA",NA,NA,NA,PM2.5
"Ardmore, OK",NA,NA,NA,PM2.5
"Barnstable Town, MA",NA,NA,NA,PM2.5
"Bellingham, WA",NA,NA,NA,PM2.5
"Berlin, NH-VT",NA,NA,NA,PM2.5
"Billings, MT",NA,NA,NA,PM2.5
"Branson, MO",NA,NA,NA,PM2.5
"Bremerton-Silverdale, WA",NA,NA,NA,PM2.5
"Carlsbad-Artesia, NM",NA,NA,NA,PM2.5
"Centralia, WA",NA,NA,NA,PM2.5
"Corsicana, TX",NA,NA,NA,PM2.5
"Corvallis, OR",NA,NA,NA,PM2.5
"Crescent City, CA",NA,NA,NA,PM2.5
"Dalton, GA",NA,NA,NA,PM2.5
"Douglas, GA",NA,NA,NA,PM2.5
"Eagle Pass, TX",NA,NA,NA,PM2.5
"Elko, NV",NA,NA,NA,PM2.5
"Ellensburg, WA",NA,NA,NA,PM2.5
"Emporia, KS",NA,NA,NA,PM2.5
"Espanola, NM",NA,NA,NA,PM2.5
"Great Falls, MT",NA,NA,NA,PM2.5
"Harrison, AR",NA,NA,NA,PM2.5
"Houghton, MI",NA,NA,NA,PM2.5
"Kennewick-Richland-Pasco, WA",NA,NA,NA,PM2.5
"Kingsville, TX",NA,NA,NA,PM2.5
"Knoxville, TN",NA,NA,NA,PM2.5
"Lake City, FL",NA,NA,NA,PM2.5
"Lake Havasu City-Kingman, AZ",NA,NA,NA,PM2.5
"Laredo, TX",NA,NA,NA,PM2.5
"Lawrenceburg, TN",NA,NA,NA,PM2.5
"Lawton, OK",NA,NA,NA,PM2.5
"Lewiston, ID-WA",NA,NA,NA,PM2.5
"Longview, WA",NA,NA,NA,PM2.5
"Los Alamos, NM",NA,NA,NA,PM2.5
"Marshall, MN",NA,NA,NA,PM2.5
"Moscow, ID",NA,NA,NA,PM2.5
"Moses Lake, WA",NA,NA,NA,PM2.5
"Mount Vernon-Anacortes, WA",NA,NA,NA,PM2.5
"Napa, CA",NA,NA,NA,PM2.5
"Naples-Marco Island, FL",NA,NA,NA,PM2.5
"Nashville-Davidson-Murfreesboro-Franklin, TN",NA,NA,NA,PM2.5
"Ocala, FL",NA,NA,NA,PM2.5
"Olympia, WA",NA,NA,NA,PM2.5
"Panama City-Lynn Haven, FL",NA,NA,NA,PM2.5
"Payson, AZ",NA,NA,NA,PM2.5
"Ponca City, OK",NA,NA,NA,PM2.5
"Port Angeles, WA",NA,NA,NA,PM2.5
"Pullman, WA",NA,NA,NA,PM2.5
"Red Bluff, CA",NA,NA,NA,PM2.5
"Roseburg, OR",NA,NA,NA,PM2.5
"Ruidoso, NM",NA,NA,NA,PM2.5
"Salem, OR",NA,NA,NA,PM2.5
"Shelton, WA",NA,NA,NA,PM2.5
"Show Low, AZ",NA,NA,NA,PM2.5
"Taos, NM",NA,NA,NA,PM2.5
"The Dalles, OR",NA,NA,NA,PM2.5
"Twin Falls, ID",NA,NA,NA,PM2.5
"Utica-Rome, NY",NA,NA,NA,PM2.5
"Vernal, UT",NA,NA,NA,PM2.5
"Vineland-Millville-Bridgeton, NJ",NA,NA,NA,PM2.5
"Waco, TX",NA,NA,NA,PM2.5
"Walla Walla, WA",NA,NA,NA,PM2.5
"Wenatchee, WA",NA,NA,NA,PM2.5
"Wichita Falls, TX",NA,NA,NA,PM2.5
"Winona, MN",NA,NA,NA,PM2.5
"Athens, TN",NA,NA,NA,PM2.5
"Canon City, CO",NA,NA,NA,PM2.5
"Carbondale, IL",NA,NA,NA,PM2.5
"Cleveland, TN",NA,NA,NA,PM2.5
"Culpeper, VA",NA,NA,NA,PM2.5
"Deming, NM",NA,NA,NA,PM2.5
"Dodge City, KS",NA,NA,NA,PM2.5
"East Liverpool-Salem, OH",NA,NA,NA,PM2.5
"Evanston, WY",NA,NA,NA,PM2.5
"Findlay, OH",NA,NA,NA,PM2.5
"Gallup, NM",NA,NA,NA,PM2.5
"Georgetown, SC",NA,NA,NA,PM2.5
"Jackson, TN",NA,NA,NA,PM2.5
"Joplin, MO",NA,NA,NA,PM2.5
"Lexington, NE",NA,NA,NA,PM2.5
"Mason City, IA",NA,NA,NA,PM2.5
"New Castle, PA",NA,NA,NA,PM2.5
"Pahrump, NV",NA,NA,NA,PM2.5
"Palatka, FL",NA,NA,NA,PM2.5
"Silverthorne, CO",NA,NA,NA,PM2.5
"Summerville, GA",NA,NA,NA,PM2.5
"Williamsport, PA",NA,NA,NA,PM2.5
"Burley, ID",NA,NA,NA,PM2.5
"Coeur d'Alene, ID",NA,NA,NA,PM2.5
"Elmira, NY",NA,NA,NA,PM2.5
"Granbury, TX",NA,NA,NA,PM2.5
"Iron Mountain, MI-WI",NA,NA,NA,PM2.5
"Killeen-Temple-Fort Hood, TX",NA,NA,NA,PM2.5
"Kingston, NY",NA,NA,NA,PM2.5
"Longview, TX",NA,NA,NA,PM2.5
"Malone, NY",NA,NA,NA,PM2.5
"Minot, ND",NA,NA,NA,PM2.5
"Ocean Pines, MD",NA,NA,NA,PM2.5
"Phoenix Lake-Cedar Ridge, CA",NA,NA,NA,PM2.5
"Racine, WI",NA,NA,NA,PM2.5
"Richmond, IN",NA,NA,NA,PM2.5
"Rockland, ME",NA,NA,NA,PM2.5
"Sevierville, TN",NA,NA,NA,PM2.5
"Seymour, IN",NA,NA,NA,PM2.5
"Sheboygan, WI",NA,NA,NA,PM2.5
"Tahlequah, OK",NA,NA,NA,PM2.5
"Tyler, TX",NA,NA,NA,PM2.5
"Victoria, TX",NA,NA,NA,PM2.5
"Wausau, WI",NA,NA,NA,PM2.5
"Whitewater, WI",NA,NA,NA,PM2.5
"Williston, ND",NA,NA,NA,PM2.5
"Watertown-Fort Drum, NY",NA,NA,NA,PM2.5
"Ames, IA",NA,NA,NA,PM2.5
"Bemidji, MN",NA,NA,NA,PM2.5
"Greeneville, TN",NA,NA,NA,PM2.5
"Jefferson City, MO",NA,NA,NA,PM2.5
"Lufkin, TX",NA,NA,NA,PM2.5
"Warsaw, IN",NA,NA,NA,PM2.5
"Gardnerville Ranchos, NV",NA,NA,NA,PM2.5
"Americus, GA",NA,NA,NA,PM2.5
"Anderson, SC",NA,NA,NA,PM2.5
"Ashtabula, OH",NA,NA,NA,PM2.5
"Carson City, NV",NA,NA,NA,PM2.5
"Chambersburg, PA",NA,NA,NA,PM2.5
"Columbia, MO",NA,NA,NA,PM2.5
"DuBois, PA",NA,NA,NA,PM2.5
"Effingham, IL",NA,NA,NA,PM2.5
"Fallon, NV",NA,NA,NA,PM2.5
"Fernley, NV",NA,NA,NA,PM2.5
"Fond du Lac, WI",NA,NA,NA,PM2.5
"Fort Walton Beach-Crestview-Destin, FL",NA,NA,NA,PM2.5
"Gaffney, SC",NA,NA,NA,PM2.5
"Huntington, IN",NA,NA,NA,PM2.5
"Indiana, PA",NA,NA,NA,PM2.5
"Janesville, WI",NA,NA,NA,PM2.5
"Lincolnton, NC",NA,NA,NA,PM2.5
"Morristown, TN",NA,NA,NA,PM2.5
"Mount Vernon, OH",NA,NA,NA,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC",NA,NA,NA,PM2.5
"Red Wing, MN",NA,NA,NA,PM2.5
"Sebring, FL",NA,NA,NA,PM2.5
"Traverse City, MI",NA,NA,NA,PM2.5
"Walterboro, SC",NA,NA,NA,PM2.5
"Watertown-Fort Atkinson, WI",NA,NA,NA,PM2.5
"Wilmington, OH",NA,NA,NA,PM2.5
"Coffeyville, KS",NA,NA,NA,PM2.5
"New Philadelphia-Dover, OH",NA,NA,NA,PM2.5
"Warren, PA",NA,NA,NA,PM2.5
"Washington, IN",NA,NA,NA,PM2.5
"Washington, NC",NA,NA,NA,PM2.5
"Yauco, PR",NA,NA,NA,PM2.5
"Aberdeen, SD",,,19.57894737,PM10
"Adrian, MI",,,NA,PM10
"Akron, OH",,,NA,PM10
"Albany, GA",,,20.75409836,PM10
"Albany-Lebanon, OR",,,NA,PM10
"Albany-Schenectady-Troy, NY",,,NA,PM10
"Albuquerque, NM",,,28.25651721,PM10
"Alexandria, LA",,,NA,PM10
"Allegan, MI",,,NA,PM10
"Allentown-Bethlehem-Easton, PA-NJ",,,17.06460674,PM10
"Altoona, PA",,,16.49041096,PM10
"Amarillo, TX",,,NA,PM10
"Anchorage, AK",,,16.37865398,PM10
"Anderson, IN",,,NA,PM10
"Ann Arbor, MI",,,NA,PM10
"Appleton, WI",,,NA,PM10
"Asheville, NC",,,NA,PM10
"Athens, OH",,,NA,PM10
"Athens-Clarke County, GA",,,NA,PM10
"Atlanta-Sandy Springs-Marietta, GA",,,18.22664016,PM10
"Atlantic City, NJ",,,15.42857143,PM10
"Augusta-Richmond County, GA-SC",,,19.07272727,PM10
"Augusta-Waterville, ME",,,12.61666667,PM10
"Austin-Round Rock, TX",,,15.34745763,PM10
"Bakersfield, CA",,,30.9450727,PM10
"Baltimore-Towson, MD",,,16.33529412,PM10
"Bangor, ME",,,14.95,PM10
"Baraboo, WI",,,NA,PM10
"Baton Rouge, LA",,,27.80172414,PM10
"Bay City, MI",,,NA,PM10
"Beaumont-Port Arthur, TX",,,NA,PM10
"Beaver Dam, WI",,,14.28682171,PM10
"Beckley, WV",,,NA,PM10
"Bend, OR",,,NA,PM10
"Bennington, VT",,,NA,PM10
"Birmingham-Hoover, AL",,,26.56141304,PM10
"Bishop, CA",,,23.90907089,PM10
"Bismarck, ND",,,13.91525424,PM10
"Bloomington, IN",,,NA,PM10
"Bloomington-Normal, IL",,,NA,PM10
"Boise City-Nampa, ID",,,18.30747126,PM10
"Boone, NC",,,NA,PM10
"Boston-Cambridge-Quincy, MA-NH",,,13.28571429,PM10
"Boulder, CO",,,18.21238938,PM10
"Bowling Green, KY",,,NA,PM10
"Bozeman, MT",,,NA,PM10
"Bradenton-Sarasota-Venice, FL",,,18.77134986,PM10
"Brainerd, MN",,,NA,PM10
"Bridgeport-Stamford-Norwalk, CT",,,14.06666667,PM10
"Brigham City, UT",,,NA,PM10
"Brookings, SD",,,27.56666667,PM10
"Brownsville-Harlingen, TX",,,19.1570997,PM10
"Brunswick, GA",,,19.60784314,PM10
"Buffalo-Niagara Falls, NY",,,NA,PM10
"Burlington, NC",,,NA,PM10
"Burlington-South Burlington, VT",,,9.22,PM10
"Butte-Silver Bow, MT",,,29.75617284,PM10
"Cadillac, MI",,,NA,PM10
"Canton-Massillon, OH",,,NA,PM10
"Cape Coral-Fort Myers, FL",,,16.3908046,PM10
"Casper, WY",,,15.12418301,PM10
"Cedar Rapids, IA",,,20.3852459,PM10
"Champaign-Urbana, IL",,,NA,PM10
"Charleston, WV",,,18.85277778,PM10
"Charleston-North Charleston, SC",,,17.4269341,PM10
"Charlotte-Gastonia-Concord, NC-SC",,,19.71238095,PM10
"Charlottesville, VA",,,NA,PM10
"Chattanooga, TN-GA",,,18.01680672,PM10
"Cheyenne, WY",,,14.21022727,PM10
"Chicago-Naperville-Joliet, IL-IN-WI",,,23.56002752,PM10
"Chico, CA",,,16.36065574,PM10
"Cincinnati-Middletown, OH-KY-IN",,,23.26229508,PM10
"Clarksburg, WV",,,NA,PM10
"Clarksville, TN-KY",,,19.5862069,PM10
"Clearlake, CA",,,NA,PM10
"Cleveland, MS",,,NA,PM10
"Cleveland-Elyria-Mentor, OH",,,22.86859273,PM10
"Clinton, IA",,,NA,PM10
"Colorado Springs, CO",,,19.5,PM10
"Columbia, SC",,,19.96691871,PM10
"Columbus, GA-AL",,,18.84745763,PM10
"Columbus, OH",,,34.02521008,PM10
"Concord, NH",,,NA,PM10
"Corning, NY",,,NA,PM10
"Corpus Christi, TX",,,20.14545455,PM10
"Dallas-Fort Worth-Arlington, TX",,,22.13247863,PM10
"Daphne-Fairhope-Foley, AL",,,NA,PM10
"Davenport-Moline-Rock Island, IA-IL",,,32.30811554,PM10
"Dayton, OH",,,20.76470588,PM10
"Decatur, AL",,,NA,PM10
"Decatur, IL",,,NA,PM10
"Deltona-Daytona Beach-Ormond Beach, FL",,,15.01388889,PM10
"Denver-Aurora, CO",,,26.02932406,PM10
"Des Moines-West Des Moines, IA",,,20.00829876,PM10
"Detroit-Warren-Livonia, MI",,,20.37598736,PM10
"Dickinson, ND",,,NA,PM10
"Dothan, AL",,,NA,PM10
"Dover, DE",,,NA,PM10
"Duluth, MN-WI",,,21.78857143,PM10
"Durango, CO",,,25.26126126,PM10
"Durham, NC",,,NA,PM10
"East Stroudsburg, PA",,,NA,PM10
"Eau Claire, WI",,,9,PM10
"El Centro, CA",,,32.50166113,PM10
"El Dorado, AR",,,NA,PM10
"El Paso, TX",,,27.36845984,PM10
"Elizabethtown, KY",,,NA,PM10
"Elkhart-Goshen, IN",,,NA,PM10
"Erie, PA",,,14.18831169,PM10
"Eugene-Springfield, OR",,,11.75925926,PM10
"Eureka-Arcata-Fortuna, CA",,,17.75418994,PM10
"Evansville, IN-KY",,,19.66371681,PM10
"Fairbanks, AK",,,NA,PM10
"Fairmont, WV",,,NA,PM10
"Fajardo, PR",,,24.98575499,PM10
"Fargo, ND-MN",,,12.97720798,PM10
"Farmington, NM",,,16.96442688,PM10
"Fayetteville, NC",,,16.48333333,PM10
"Fayetteville-Springdale-Rogers, AR-MO",,,NA,PM10
"Flagstaff, AZ",,,22.37982196,PM10
"Flint, MI",,,NA,PM10
"Florence, SC",,,NA,PM10
"Florence-Muscle Shoals, AL",,,NA,PM10
"Fort Collins-Loveland, CO",,,19.46606335,PM10
"Fort Madison-Keokuk, IA-MO",,,NA,PM10
"Fort Payne, AL",,,NA,PM10
"Fort Smith, AR-OK",,,NA,PM10
"Fort Wayne, IN",,,25.90909091,PM10
"Frankfort, KY",,,NA,PM10
"Fresno, CA",,,27.83139535,PM10
"Gadsden, AL",,,NA,PM10
"Gainesville, FL",,,NA,PM10
"Gainesville, GA",,,NA,PM10
"Gettysburg, PA",,,NA,PM10
"Gillette, WY",,,18.09166667,PM10
"Goldsboro, NC",,,NA,PM10
"Grand Island, NE",,,NA,PM10
"Grand Junction, CO",,,25.29137931,PM10
"Grand Rapids-Wyoming, MI",,,13.64423077,PM10
"Grants Pass, OR",,,NA,PM10
"Greeley, CO",,,20.30252101,PM10
"Green Bay, WI",,,NA,PM10
"Greensboro-High Point, NC",,,15.59649123,PM10
"Greenville, NC",,,NA,PM10
"Greenville-Mauldin-Easley, SC",,,16.60784314,PM10
"Grenada, MS",,,NA,PM10
"Guayama, PR",,,25.71794872,PM10
"Gulfport-Biloxi, MS",,,NA,PM10
"Hagerstown-Martinsburg, MD-WV",,,NA,PM10
"Hammond, LA",,,NA,PM10
"Hanford-Corcoran, CA",,,34.37576499,PM10
"Harriman, TN",,,18.27895595,PM10
"Harrisburg-Carlisle, PA",,,16.74444444,PM10
"Harrisonburg, VA",,,NA,PM10
"Hartford-West Hartford-East Hartford, CT",,,10.48148148,PM10
"Hattiesburg, MS",,,NA,PM10
"Helena, MT",,,NA,PM10
"Helena-West Helena, AR",,,NA,PM10
"Hickory-Lenoir-Morganton, NC",,,16.69827586,PM10
"Hilo, HI",,,NA,PM10
"Hobbs, NM",,,20.04166667,PM10
"Holland-Grand Haven, MI",,,NA,PM10
"Homosassa Springs, FL",,,NA,PM10
"Honolulu, HI",,,15.35952712,PM10
"Hot Springs, AR",,,NA,PM10
"Houma-Bayou Cane-Thibodaux, LA",,,NA,PM10
"Houston-Sugar Land-Baytown, TX",,,24,PM10
"Huntington-Ashland, WV-KY-OH",,,26.25714286,PM10
"Huntsville, AL",,,17.31042654,PM10
"Indianapolis-Carmel, IN",,,24.86872587,PM10
"Iowa City, IA",,,22.7,PM10
"Jackson, MS",,,19.06976744,PM10
"Jackson, WY-ID",,,13.43103448,PM10
"Jacksonville, FL",,,20.58204769,PM10
"Jamestown-Dunkirk-Fredonia, NY",,,NA,PM10
"Jasper, IN",,,20.86440678,PM10
"Johnstown, PA",,,19.31531532,PM10
"Juneau, AK",,,9.016528926,PM10
"Kahului-Wailuku, HI",,,NA,PM10
"Kalamazoo-Portage, MI",,,NA,PM10
"Kalispell, MT",,,17.73,PM10
"Kansas City, MO-KS",,,26.53846154,PM10
"Keene, NH",,,NA,PM10
"Kingsport-Bristol-Bristol, TN-VA",,,NA,PM10
"Kinston, NC",,,NA,PM10
"Klamath Falls, OR",,,17.3375,PM10
"Kokomo, IN",,,NA,PM10
"La Crosse, WI-MN",,,NA,PM10
"La Grande, OR",,,12.2,PM10
"Laconia, NH",,,NA,PM10
"Lafayette, IN",,,NA,PM10
"Lafayette, LA",,,22.58741259,PM10
"Lake Charles, LA",,,NA,PM10
"Lakeland, FL",,,15.44630404,PM10
"Lancaster, PA",,,15.92011019,PM10
"Lansing-East Lansing, MI",,,NA,PM10
"Laramie, WY",,,23.01231527,PM10
"Las Cruces, NM",,,37.43196061,PM10
"Las Vegas-Paradise, NV",,,14.86847305,PM10
"Laurel, MS",,,NA,PM10
"Lebanon, NH-VT",,,NA,PM10
"Lewiston-Auburn, ME",,,13.4,PM10
"Lexington-Fayette, KY",,,19.32758621,PM10
"Lima, OH",,,18.95294118,PM10
"Lincoln, NE",,,NA,PM10
"Little Rock-North Little Rock-Conway, AR",,,21.22777778,PM10
"Logan, UT-ID",,,22.53781513,PM10
"Los Angeles-Long Beach-Santa Ana, CA",,,24.09632846,PM10
"Louisville/Jefferson County, KY-IN",,,21.47850467,PM10
"Lubbock, TX",,,NA,PM10
"Lumberton, NC",,,NA,PM10
"Lynchburg, VA",,,NA,PM10
"Macon, GA",,,23.73504274,PM10
"Madera, CA",,,42,PM10
"Madison, WI",,,19,PM10
"Manchester-Nashua, NH",,,11.88596491,PM10
"Manitowoc, WI",,,NA,PM10
"Marshall, TX",,,16.38983051,PM10
"McAlester, OK",,,NA,PM10
"McAllen-Edinburg-Mission, TX",,,18.35891089,PM10
"Medford, OR",,,12.51497006,PM10
"Memphis, TN-MS-AR",,,20.90751445,PM10
"Merced, CA",,,24.94827586,PM10
"Meridian, MS",,,NA,PM10
"Miami, OK",,,21.85714286,PM10
"Miami-Fort Lauderdale-Pompano Beach, FL",,,17.33020638,PM10
"Michigan City-La Porte, IN",,,NA,PM10
"Middlesborough, KY",,,NA,PM10
"Milwaukee-Waukesha-West Allis, WI",,,21.81609195,PM10
"Minneapolis-St. Paul-Bloomington, MN-WI",,,25.07664234,PM10
"Missoula, MT",,,16.96866097,PM10
"Mobile, AL",,,19.39909297,PM10
"Modesto, CA",,,22.69166667,PM10
"Monroe, LA",,,NA,PM10
"Monroe, MI",,,NA,PM10
"Montgomery, AL",,,24.76271186,PM10
"Morgantown, WV",,,NA,PM10
"Mount Vernon, IL",,,NA,PM10
"Muncie, IN",,,NA,PM10
"Muscatine, IA",,,25.52066116,PM10
"Muskegon-Norton Shores, MI",,,NA,PM10
"Muskogee, OK",,,30.26541555,PM10
"Natchez, MS-LA",,,NA,PM10
"New Castle, IN",,,NA,PM10
"New Haven-Milford, CT",,,16.27826087,PM10
"New Orleans-Metairie-Kenner, LA",,,24.97856049,PM10
"New York-Northern New Jersey-Long Island, NY-NJ-PA",,,27.48514851,PM10
"Niles-Benton Harbor, MI",,,NA,PM10
"Nogales, AZ",,,56.56830601,PM10
"Norwich-New London, CT",,,NA,PM10
"Odessa, TX",,,NA,PM10
"Ogden-Clearfield, UT",,,24.78743961,PM10
"Oklahoma City, OK",,,21.66850829,PM10
"Omaha-Council Bluffs, NE-IA",,,28.91392904,PM10
"Orlando-Kissimmee, FL",,,15.63848921,PM10
"Ottawa-Streator, IL",,,26.49703264,PM10
"Owensboro, KY",,,NA,PM10
"Oxnard-Thousand Oaks-Ventura, CA",,,18.20247934,PM10
"Paducah, KY-IL",,,17.49122807,PM10
"Palm Bay-Melbourne-Titusville, FL",,,13.9862259,PM10
"Parkersburg-Marietta-Vienna, WV-OH",,,NA,PM10
"Pascagoula, MS",,,NA,PM10
"Pendleton-Hermiston, OR",,,14.7173913,PM10
"Pensacola-Ferry Pass-Brent, FL",,,NA,PM10
"Peoria, IL",,,18.21428571,PM10
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,22.44958678,PM10
"Phoenix-Mesa-Scottsdale, AZ",,,35.95980512,PM10
"Pittsburgh, PA",,,21.78184535,PM10
"Pittsfield, MA",,,NA,PM10
"Platteville, WI",,,NA,PM10
"Pocatello, ID",,,16.9021879,PM10
"Ponce, PR",,,30.7008547,PM10
"Port St. Lucie, FL",,,NA,PM10
"Portland-South Portland-Biddeford, ME",,,18.49367089,PM10
"Portland-Vancouver-Beaverton, OR-WA",,,12.31578947,PM10
"Portsmouth, OH",,,18.22625929,PM10
"Poughkeepsie-Newburgh-Middletown, NY",,,NA,PM10
"Prescott, AZ",,,11.06779661,PM10
"Prineville, OR",,,NA,PM10
"Providence-New Bedford-Fall River, RI-MA",,,13.68531469,PM10
"Provo-Orem, UT",,,25.34869739,PM10
"Pueblo, CO",,,18.63302752,PM10
"Quincy, IL-MO",,,NA,PM10
"Raleigh-Cary, NC",,,16.86486486,PM10
"Rapid City, SD",,,23.95754717,PM10
"Reading, PA",,,8.216901408,PM10
"Redding, CA",,,12.78285714,PM10
"Reno-Sparks, NV",,,20.95164076,PM10
"Richmond, VA",,,15.95798319,PM10
"Richmond-Berea, KY",,,NA,PM10
"Riverside-San Bernardino-Ontario, CA",,,29.42114486,PM10
"Riverton, WY",,,10.82602339,PM10
"Roanoke, VA",,,18.74576271,PM10
"Rochester, MN",,,NA,PM10
"Rochester, NY",,,NA,PM10
"Rock Springs, WY",,,13.78726749,PM10
"Rockford, IL",,,NA,PM10
"Rocky Mount, NC",,,NA,PM10
"Rome, GA",,,25.16949153,PM10
"Roswell, NM",,,17.5,PM10
"Russellville, AR",,,NA,PM10
"Rutland, VT",,,13.62711864,PM10
"Sacramento--Arden-Arcade--Roseville, CA",,,16.09090909,PM10
"Salinas, CA",,,16.49171271,PM10
"Salisbury, NC",,,NA,PM10
"Salt Lake City, UT",,,32.68596059,PM10
"San Antonio, TX",,,16.66596639,PM10
"San Diego-Carlsbad-San Marcos, CA",,,23.96226415,PM10
"San Francisco-Oakland-Fremont, CA",,,17.10089021,PM10
"San Jose-Sunnyvale-Santa Clara, CA",,,15.60283688,PM10
"San Juan-Caguas-Guaynabo, PR",,,28.43703704,PM10
"San Luis Obispo-Paso Robles, CA",,,24.86581097,PM10
"Santa Barbara-Santa Maria-Goleta, CA",,,17.82627579,PM10
"Santa Cruz-Watsonville, CA",,,14.16393443,PM10
"Santa Fe, NM",,,11.39814815,PM10
"Santa Rosa-Petaluma, CA",,,10.02222222,PM10
"Sault Ste. Marie, MI",,,NA,PM10
"Savannah, GA",,,15.57894737,PM10
"Scottsbluff, NE",,,NA,PM10
"Scranton--Wilkes-Barre, PA",,,15.28374656,PM10
"Seaford, DE",,,NA,PM10
"Searcy, AR",,,NA,PM10
"Seattle-Tacoma-Bellevue, WA",,,NA,PM10
"Seneca, SC",,,NA,PM10
"Sheridan, WY",,,18.65073529,PM10
"Shreveport-Bossier City, LA",,,19.82248521,PM10
"Sierra Vista-Douglas, AZ",,,22.65454545,PM10
"Silver City, NM",,,13.31481481,PM10
"Sioux City, IA-NE-SD",,,18.62935323,PM10
"Sioux Falls, SD",,,19.46116505,PM10
"Somerset, KY",,,NA,PM10
"South Bend-Mishawaka, IN-MI",,,NA,PM10
"Spartanburg, SC",,,NA,PM10
"Spokane, WA",,,20.67213115,PM10
"Springfield, IL",,,NA,PM10
"Springfield, MA",,,11.79166667,PM10
"Springfield, MO",,,16.95283019,PM10
"Springfield, OH",,,NA,PM10
"St. Cloud, MN",,,NA,PM10
"St. George, UT",,,NA,PM10
"St. Joseph, MO-KS",,,31.50314465,PM10
"St. Louis, MO-IL",,,25.68308351,PM10
"State College, PA",,,NA,PM10
"Stockton, CA",,,14.10877193,PM10
"Syracuse, NY",,,NA,PM10
"Talladega-Sylacauga, AL",,,NA,PM10
"Tallahassee, FL",,,NA,PM10
"Tampa-St. Petersburg-Clearwater, FL",,,20.29945554,PM10
"Terre Haute, IN",,,21.28813559,PM10
"Texarkana, TX-Texarkana, AR",,,NA,PM10
"Thomasville-Lexington, NC",,,NA,PM10
"Toledo, OH",,,23.92261905,PM10
"Topeka, KS",,,26.17772512,PM10
"Torrington, CT",,,5.238095238,PM10
"Trenton-Ewing, NJ",,,20.62711864,PM10
"Truckee-Grass Valley, CA",,,NA,PM10
"Tucson, AZ",,,24.20929259,PM10
"Tulsa, OK",,,19.55314961,PM10
"Tupelo, MS",,,NA,PM10
"Tuscaloosa, AL",,,NA,PM10
"Ukiah, CA",,,21.10632184,PM10
"Valdosta, GA",,,NA,PM10
"Vallejo-Fairfield, CA",,,12.26666667,PM10
"Vincennes, IN",,,NA,PM10
"Virginia Beach-Norfolk-Newport News, VA-NC",,,17.06134969,PM10
"Visalia-Porterville, CA",,,33.54098361,PM10
"Warner Robins, GA",,,NA,PM10
"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,18.08203991,PM10
"Waterloo-Cedar Falls, IA",,,23.58677686,PM10
"Watertown, SD",,,24.0661157,PM10
"Weirton-Steubenville, WV-OH",,,18.61959654,PM10
"Wheeling, WV-OH",,,NA,PM10
"Wichita, KS",,,20.20053476,PM10
"Wilmington, NC",,,NA,PM10
"Winchester, VA-WV",,,15.61666667,PM10
"Winston-Salem, NC",,,17.05278174,PM10
"Worcester, MA",,,15.51666667,PM10
"Yakima, WA",,,15.1754386,PM10
"York-Hanover, PA",,,22.11550152,PM10
"Youngstown-Warren-Boardman, OH-PA",,,20.48553055,PM10
"Yuba City, CA",,,15.7,PM10
"Yuma, AZ",,,33.53735632,PM10
"Aberdeen, WA",,,NA,PM10
"Ardmore, OK",,,NA,PM10
"Barnstable Town, MA",,,NA,PM10
"Bellingham, WA",,,NA,PM10
"Berlin, NH-VT",,,NA,PM10
"Billings, MT",,,NA,PM10
"Branson, MO",,,NA,PM10
"Bremerton-Silverdale, WA",,,NA,PM10
"Carlsbad-Artesia, NM",,,NA,PM10
"Centralia, WA",,,NA,PM10
"Corsicana, TX",,,NA,PM10
"Corvallis, OR",,,NA,PM10
"Crescent City, CA",,,14.54237288,PM10
"Dalton, GA",,,NA,PM10
"Douglas, GA",,,NA,PM10
"Eagle Pass, TX",,,NA,PM10
"Elko, NV",,,26.76923077,PM10
"Ellensburg, WA",,,NA,PM10
"Emporia, KS",,,NA,PM10
"Espanola, NM",,,NA,PM10
"Great Falls, MT",,,NA,PM10
"Harrison, AR",,,NA,PM10
"Houghton, MI",,,NA,PM10
"Kennewick-Richland-Pasco, WA",,,10.73397436,PM10
"Kingsville, TX",,,NA,PM10
"Knoxville, TN",,,24.43354839,PM10
"Lake City, FL",,,NA,PM10
"Lake Havasu City-Kingman, AZ",,,17.19672131,PM10
"Laredo, TX",,,21.95444685,PM10
"Lawrenceburg, TN",,,NA,PM10
"Lawton, OK",,,NA,PM10
"Lewiston, ID-WA",,,NA,PM10
"Longview, WA",,,NA,PM10
"Los Alamos, NM",,,NA,PM10
"Marshall, MN",,,NA,PM10
"Moscow, ID",,,NA,PM10
"Moses Lake, WA",,,NA,PM10
"Mount Vernon-Anacortes, WA",,,NA,PM10
"Napa, CA",,,16.67213115,PM10
"Naples-Marco Island, FL",,,NA,PM10
"Nashville-Davidson-Murfreesboro-Franklin, TN",,,21.46961326,PM10
"Ocala, FL",,,NA,PM10
"Olympia, WA",,,NA,PM10
"Panama City-Lynn Haven, FL",,,NA,PM10
"Payson, AZ",,,25.21299094,PM10
"Ponca City, OK",,,NA,PM10
"Port Angeles, WA",,,NA,PM10
"Pullman, WA",,,NA,PM10
"Red Bluff, CA",,,17.83050847,PM10
"Roseburg, OR",,,NA,PM10
